COD_CIVICO,COMUNE,VIA,CIVICO,CIRCOSCRIZIONE,CAP,COORDINATA_X,COORDINATA_Y
77743,Torino,VIA ORMEA,108 bis,8,10126,7.67757830590549,45.0483659791931
77747,Torino,VIA ORMEA,109,8,10126,7.67728172476108,45.0477080153579
77750,Torino,VIA ORMEA,112,8,10126,7.6772763300498,45.0479563751153
77751,Torino,VIA ORMEA,113,8,10126,7.67698197627182,45.0473292673721
77753,Torino,VIA ORMEA,115,8,10126,7.67686068367156,45.0471612479336
87271,Torino,VIA ORMEA,117,8,10126,7.67651405505695,45.0465217048156
78342,Torino,VIA ORMEA,121,8,10126,7.67639237810945,45.0461227395583
78343,Torino,VIA ORMEA,122,8,10126,7.6767218752958,45.0471977709951
78346,Torino,VIA ORMEA,124,8,10126,7.67661562403323,45.0470509807754
78349,Torino,VIA ORMEA,125,8,10126,7.6762493927257,45.0456919758589
78350,Torino,VIA ORMEA,128,8,10126,7.67627143370265,45.046231564458
78351,Torino,VIA ORMEA,130,8,10126,7.67612998650703,45.0457864425934
78352,Torino,VIA ORMEA,131,8,10126,7.67598867972109,45.0448708076586
78354,Torino,VIA ORMEA,132 bis,8,10126,7.67607485939413,45.0456138513019
87320,Torino,VIA ORMEA,133,8,10126,7.67592778617555,45.0446763290708
77848,Torino,VIA ORMEA,52,8,10125,7.68171228882988,45.0540322047667
77849,Torino,VIA ORMEA,53,8,10125,7.6812353035341,45.0531452791783
77852,Torino,VIA ORMEA,54 scala B,8,10125,7.6814305528352,45.0537931593264
77411,Torino,CORSO ORBASSANO,244,2,10137,7.63477442553549,45.0406894071929
77387,Torino,CORSO ORBASSANO,247 scala A,2,10137,7.63676354261125,45.0412057950546
77388,Torino,CORSO ORBASSANO,247 scala B,2,10137,7.63670181479324,45.0411794119806
84936,Torino,CORSO ORBASSANO,248 scala A,2,10137,7.63291672495103,45.0399701002627
77397,Torino,CORSO ORBASSANO,249 scala A,2,10137,7.63646463548144,45.0410463870575
77561,Torino,CORSO ORBASSANO,252,2,10137,7.63247473821255,45.0396734556529
77563,Torino,CORSO ORBASSANO,254,2,10137,7.63231038328679,45.0395934416097
84965,Torino,CORSO ORBASSANO,255 scala A,2,10137,7.63563322016719,45.040722131227
77571,Torino,CORSO ORBASSANO,255 scala C,2,10137,7.63543392611751,45.0406267522371
77572,Torino,CORSO ORBASSANO,255 scala D,2,10137,7.63530343879304,45.0405617121432
84966,Torino,CORSO ORBASSANO,255 scala F,2,10137,7.63505603613193,45.0404471868107
77573,Torino,CORSO ORBASSANO,255 scala G,2,10137,7.63495684898096,45.0403986156741
77575,Torino,CORSO ORBASSANO,255 scala I,2,10137,7.63489002929026,45.0400514817645
77489,Torino,CORSO ORBASSANO,200,2,10137,7.63897774418012,45.0427338602377
79586,Torino,CORSO PALERMO,28 bis,7,10152,7.69287979984325,45.0806012187528
79590,Torino,CORSO PALERMO,32,7,10152,7.69289576058665,45.0808540094131
79597,Torino,CORSO PALERMO,36,7,10152,7.69296721979287,45.081948128552
79611,Torino,CORSO PALERMO,41,7,10152,7.69272981702401,45.0821812113569
79667,Torino,CORSO PALERMO,43,7,10152,7.69273793055671,45.0822822856811
79671,Torino,CORSO PALERMO,45,7,10152,7.69275186175888,45.082455854544
78859,Torino,VIA OSOPPO,51,2,10136,7.63622653299796,45.051862394858
78864,Torino,VIA OSOPPO,57,2,10136,7.63561069125294,45.0515181104357
85176,Torino,VIA OSOPPO,63,2,10136,7.63511229675748,45.0512352774569
85177,Torino,VIA OULX,3,3,10139,7.63734427870038,45.072855868552
78873,Torino,VIA OULX,5,3,10139,7.63709519222943,45.0728455394306
78876,Torino,VIA OULX,6,3,10139,7.6373736074392,45.0729469291468
87359,Torino,VIA OULX,11,3,10139,7.63630419940528,45.0728140973738
78880,Torino,VIA OULX,13,3,10139,7.63604112213606,45.0728030877249
78883,Torino,VIA OULX,15,3,10139,7.63590635089295,45.0727975620598
85180,Torino,VIA OULX,17,3,10139,7.63573914472812,45.072790514503
78886,Torino,VIA OULX,19,3,10139,7.6355353257053,45.0727818769854
85181,Torino,VIA OULX,21,3,10139,7.63533386407796,45.0727734743173
78961,Torino,VIA OULX,23,3,10139,7.63526171396791,45.0727704696076
77853,Torino,VIA ORMEA,55,8,10125,7.6811648160192,45.0530493703288
87280,Torino,VIA ORMEA,56,8,10125,7.68129533005825,45.0534559755812
125154,Torino,VIA ORMEA,58 scala A,8,10125,7.68114723479392,45.0533468110105
125155,Torino,VIA ORMEA,58 scala B,8,10125,7.68087475410595,45.0534246165726
125157,Torino,VIA ORMEA,60 scala A,8,10125,7.68102704626502,45.0531877026749
125158,Torino,VIA ORMEA,60 scala B,8,10125,7.68074222129235,45.053240142358
77825,Torino,VIA ORMEA,61,8,10125,7.68074058295609,45.0524553485104
77827,Torino,VIA ORMEA,63,8,10125,7.68064228105056,45.0523215265511
77833,Torino,VIA ORMEA,67,8,10125,7.68032798940223,45.0518939739978
85007,Torino,VIA ORMEA,73,8,10125,7.67995078713295,45.0513815716777
77816,Torino,VIA ORMEA,76,8,10125,7.68002256144455,45.0517150351197
77822,Torino,VIA ORMEA,78 scala A,8,10126,7.67979806690953,45.051569779638
77791,Torino,VIA ORMEA,79,8,10126,7.67916464575474,45.0503031145262
87275,Torino,VIA ORMEA,80,8,10125,7.67973631321701,45.0513235331238
77795,Torino,VIA ORMEA,82 scala A,8,10125,7.67937476708955,45.0509522867446
77491,Torino,CORSO ORBASSANO,203,2,10137,7.64079515925866,45.0433018176693
77466,Torino,CORSO ORBASSANO,207,2,10137,7.64040113695589,45.0431087643399
77471,Torino,CORSO ORBASSANO,213,2,10137,7.63965885931825,45.0426825557324
87250,Torino,CORSO ORBASSANO,215 scala A,2,10137,7.63956130151795,45.0425424237896
77478,Torino,CORSO ORBASSANO,215 scala B,2,10137,7.63951469033494,45.0425258092519
77447,Torino,CORSO ORBASSANO,216,2,10137,7.63698939599401,45.0418109902844
77450,Torino,CORSO ORBASSANO,218,2,10137,7.63683396415091,45.041736994471
77453,Torino,CORSO ORBASSANO,219,2,10137,7.63916386381806,45.0424418639024
77455,Torino,CORSO ORBASSANO,220,2,10137,7.63671353608816,45.0416796646002
77459,Torino,CORSO ORBASSANO,222,2,10137,7.63657605855026,45.0416142184512
77460,Torino,CORSO ORBASSANO,224 int. 2,2,10137,7.63631893966421,45.0416561030544
77462,Torino,CORSO ORBASSANO,224 int. 6,2,10137,7.6360459688806,45.0417110483702
84947,Torino,CORSO ORBASSANO,224 int. 7,2,10137,7.63578510577957,45.0416486732796
77432,Torino,CORSO ORBASSANO,224 int. 9,2,10137,7.63564640503732,45.041696156904
77433,Torino,CORSO ORBASSANO,224 int. 10,2,10137,7.63576918911439,45.0418049612992
123652,Torino,CORSO ORBASSANO,224 int. 11 int. B,2,10137,7.63537862672413,45.04172599365
79521,Torino,VIA PALAZZO DI CITTA',24,1,10122,7.68223010720423,45.072877985458
79524,Torino,PIAZZA PALAZZO DI CITTA',1,1,10122,7.68101814988209,45.0731630847971
79528,Torino,PIAZZA PALAZZO DI CITTA',4,1,10122,7.68108764423909,45.0727951399393
79505,Torino,PIAZZA PALAZZO DI CITTA',7,1,10122,7.6818908630271,45.0731332212857
79510,Torino,PIAZZA PIETRO PALEOCAPA,1,1,10121,7.67885937247176,45.0639899077329
79512,Torino,PIAZZA PIETRO PALEOCAPA,2,1,10121,7.67893999380261,45.0643234285033
85297,Torino,CORSO PALERMO,10,7,10152,7.69270531605096,45.0780384129616
87678,Torino,VIA NINO OXILIA,4 scala A,6,10155,7.70127247059907,45.1050788832266
87681,Torino,VIA NINO OXILIA,6 scala A,6,10155,7.70094850872908,45.1051806531391
85172,Torino,VIA OSLAVIA,39,7,10153,7.72247039110222,45.0739056163176
78839,Torino,VIA OSLAVIA,40,7,10153,7.7229866595904,45.0738486938548
78841,Torino,VIA OSLAVIA,42,7,10153,7.72313350403987,45.0738727682981
78808,Torino,VIA OSLAVIA,43,7,10153,7.72275121116811,45.0739514619838
78811,Torino,VIA OSLAVIA,44,7,10153,7.72328543717518,45.073897673597
85168,Torino,VIA OSLAVIA,46,7,10153,7.72345431935669,45.0739253606723
78815,Torino,VIA OSLAVIA,47,7,10153,7.72304134776276,45.0739988424207
78817,Torino,VIA OSLAVIA,48,7,10153,7.72358124057201,45.0739461692241
78819,Torino,VIA OSLAVIA,50,7,10153,7.72376073875942,45.0739746496417
85170,Torino,VIA OSLAVIA,52,7,10153,7.72394771751242,45.074006661039
78824,Torino,VIA OSLAVIA,54,7,10153,7.72405397745984,45.074023682489
78796,Torino,VIA OSLAVIA,58,7,10153,7.72492039801141,45.0741678015003
77796,Torino,VIA ORMEA,82 scala B,8,10125,7.67934716710475,45.0509045011541
77797,Torino,VIA ORMEA,83,8,10126,7.67890810830296,45.0499553786193
77802,Torino,VIA ORMEA,86 scala A,8,10125,7.67917405962355,45.0506703430336
77803,Torino,VIA ORMEA,86 scala B,8,10125,7.67914669244622,45.0506267999238
77892,Torino,VIA ORMEA,19,8,10125,7.68442667963447,45.0575173457216
77897,Torino,VIA ORMEA,23,8,10125,7.68401095392159,45.0569421311922
77873,Torino,VIA ORMEA,27 scala A,8,10125,7.68368797659964,45.0563402228235
77874,Torino,VIA ORMEA,27 scala B,8,10125,7.68365680811718,45.0562993555517
77875,Torino,VIA ORMEA,28,8,10125,7.68359685243283,45.0566053187317
81359,Torino,VIA ORMEA,29 bis scala A,8,10125,7.6833970728744,45.0558676093071
85610,Torino,VIA ORMEA,29 bis scala B,8,10125,7.68334216818145,45.0557386259665
77437,Torino,CORSO ORBASSANO,224 int. 15,2,10137,7.635120364016,45.0418762524793
77438,Torino,CORSO ORBASSANO,224 int. 19,2,10137,7.63483338472694,45.0419744971089
84943,Torino,CORSO ORBASSANO,224 int. 26,2,10137,7.63469273515018,45.0421742936181
77549,Torino,CORSO ORBASSANO,165,2,10137,7.64379187507382,45.0449407219398
77553,Torino,CORSO ORBASSANO,167,2,10137,7.64355713865365,45.0448104413884
77536,Torino,CORSO ORBASSANO,174 int. 4 int. A,2,10137,7.64127760171468,45.0443795735367
84960,Torino,CORSO ORBASSANO,174 int. 4 int. B,2,10137,7.64137308399147,45.0445138191097
77538,Torino,CORSO ORBASSANO,174 int. 6 int. A,2,10137,7.64110269022604,45.0444354276384
77539,Torino,CORSO ORBASSANO,174 int. 6 int. B,2,10137,7.64120609950404,45.0445780853391
77516,Torino,CORSO ORBASSANO,183,2,10137,7.64249346398181,45.0442253771474
79549,Torino,CORSO PALERMO,12,7,10152,7.69271259153025,45.078146688156
122546,Torino,CORSO PALERMO,15 scala A,7,10152,7.69240259586808,45.0783626079292
122547,Torino,CORSO PALERMO,15 scala B,7,10152,7.69241367589118,45.0784663391919
79558,Torino,CORSO PALERMO,16 bis,7,10152,7.69277535855961,45.0790757919945
87691,Torino,CORSO PALERMO,17 scala B,7,10152,7.69227425352396,45.0789191131907
79451,Torino,VIA GIOVANNI PAISIELLO,67,6,10154,7.70407128559244,45.0941544876125
79453,Torino,VIA GIOVANNI PAISIELLO,69,6,10154,7.70415336791319,45.0942866461193
79454,Torino,VIA GIOVANNI PAISIELLO,70,6,10154,7.70380016514866,45.0933790812088
87402,Torino,VIA GIOVANNI PAISIELLO,76 scala A,6,10154,7.70456329313609,45.0942211288971
79432,Torino,VIA GIOVANNI PAISIELLO,76 scala C,6,10154,7.70436200306229,45.0939687145263
79433,Torino,VIA GIOVANNI PAISIELLO,76 scala D,6,10154,7.7042778788368,45.0938352457476
79434,Torino,VIA GIOVANNI PALATUCCI,9,2,10137,7.62124387278052,45.0487876134024
79438,Torino,VIA GIOVANNI PALATUCCI,19 scala B,2,10137,7.62069472334804,45.0477532206615
79439,Torino,VIA GIOVANNI PALATUCCI,19 scala C,2,10137,7.62059586470103,45.0475884910423
78799,Torino,VIA OSLAVIA,61,7,10153,7.72461978258321,45.0742589896846
78801,Torino,VIA OSLAVIA,63,7,10153,7.72485164887393,45.0742971900369
78804,Torino,VIA OSLAVIA,65,7,10153,7.72505780743802,45.0743311511273
78806,Torino,VIA OSLAVIA,67,7,10153,7.7252869023963,45.0743688875692
78775,Torino,VIA OSLAVIA,70,7,10153,7.72572372528525,45.0743031533171
78777,Torino,VIA OSLAVIA,72,7,10153,7.72585875630637,45.0743226905706
87353,Torino,VIA OSLAVIA,73,7,10153,7.72585951429092,45.0744612178722
78780,Torino,VIA OSOPPO,1,2,10136,7.6407671339191,45.0539183944682
124720,Torino,VIA OSOPPO,3,2,10136,7.64052454657115,45.0538148487142
85165,Torino,VIA OSOPPO,20,2,10136,7.63865203391077,45.053168599785
124162,Torino,VIA OSOPPO,32,2,10136,7.63721061428721,45.0524752841388
78684,Torino,VIA OSASCO,71,3,10141,7.6500786103581,45.0589227751278
85151,Torino,VIA OSASCO,75,3,10141,7.65005609246388,45.0586145944379
78688,Torino,VIA OSASCO,80,3,10141,7.64894904885939,45.0576194894599
78689,Torino,VIA OSASCO,83,3,10141,7.64981883900701,45.0583784004968
77858,Torino,VIA ORMEA,33,8,10125,7.68254823060871,45.0549327941256
77859,Torino,VIA ORMEA,34,8,10125,7.68335479167268,45.0562685712029
77860,Torino,VIA ORMEA,35,8,10125,7.6824662895731,45.0548200286668
81358,Torino,VIA ORMEA,36 scala B,8,10125,7.68290154391254,45.0559749183898
77866,Torino,VIA ORMEA,38,8,10125,7.68301037660067,45.0558037627085
77867,Torino,VIA ORMEA,39,8,10125,7.6822003460592,45.0544559976993
125152,Torino,VIA ORISTANO,9 scala B,8,10133,7.67827186753147,45.0183356928698
77967,Torino,VIA ORISTANO,13 bis,8,10133,7.67769880005482,45.018276379465
77970,Torino,VIA ORISTANO,15,8,10133,7.67754611282761,45.0184816533008
77523,Torino,CORSO ORBASSANO,191 int. 1,2,10137,7.64228243826243,45.0440049888634
84958,Torino,CORSO ORBASSANO,191 int. 4,2,10137,7.64222582678604,45.0438232987203
77525,Torino,CORSO ORBASSANO,191 int. 6,2,10137,7.64237188224967,45.0437719247722
77527,Torino,CORSO ORBASSANO,191 int. 7 int. B,2,10137,7.64287218086653,45.0438758564548
77497,Torino,CORSO ORBASSANO,191 int. 8,2,10137,7.64252827061199,45.0437169017255
77500,Torino,CORSO ORBASSANO,191 int. 14 int. A,2,10137,7.64301075396393,45.0433273408704
87252,Torino,CORSO ORBASSANO,191 int. 14 int. B,2,10137,7.64296064568362,45.0434021713875
77501,Torino,CORSO ORBASSANO,191 int. 15,2,10137,7.6437168381424,45.0435983029513
77503,Torino,CORSO ORBASSANO,191 int. 20,2,10137,7.64349289782378,45.043279022837
84954,Torino,CORSO ORBASSANO,191 int. 22,2,10137,7.64378850671443,45.0432741175114
77505,Torino,CORSO ORBASSANO,191 int. 23,2,10137,7.64414393179757,45.0433514869219
77507,Torino,CORSO ORBASSANO,191 int. 26,2,10137,7.64407428202945,45.0431737926849
77508,Torino,CORSO ORBASSANO,191 int. 28,2,10137,7.64427746104747,45.0431024624895
84955,Torino,CORSO ORBASSANO,192,2,10137,7.63978278463643,45.043131493092
77328,Torino,CORSO ORBASSANO,108,2,10136,7.65001534930063,45.0491449560632
77374,Torino,CORSO ORBASSANO,114 scala A,2,10136,7.64945799963501,45.0488382009858
84934,Torino,CORSO ORBASSANO,114 scala B,2,10136,7.64941114945131,45.0488103624565
79411,Torino,VIA PALAZZO DI CITTA',2,1,10122,7.68453913401115,45.0721110777549
79414,Torino,VIA PALAZZO DI CITTA',4,1,10122,7.68444982978597,45.0721391785919
79415,Torino,VIA PALAZZO DI CITTA',6,1,10122,7.68434085069541,45.0721737769776
87401,Torino,VIA PALAZZO DI CITTA',7,1,10122,7.6842658179041,45.0721335568024
79427,Torino,VIA PALAZZO DI CITTA',10,1,10122,7.68351307045363,45.0724239909431
79481,Torino,VIA PALAZZO DI CITTA',11 scala B,1,10122,7.68312826649923,45.0723180564249
79482,Torino,VIA PALAZZO DI CITTA',11 scala C,1,10122,7.68315353135794,45.0724010558611
85280,Torino,VIA PALAZZO DI CITTA',14,1,10122,7.68321050838697,45.0725205837363
79494,Torino,VIA PALAZZO DI CITTA',19,1,10122,7.68228312479006,45.0726860049021
85260,Torino,VIA GIOVANNI PAISIELLO,13,6,10154,7.69942327001624,45.0900115958054
79374,Torino,VIA GIOVANNI PAISIELLO,15,6,10154,7.69960031592706,45.0901464505409
78690,Torino,VIA OSASCO,85,3,10141,7.64962110703046,45.0582724339391
78727,Torino,VIA OSASCO,87,3,10141,7.6495570409806,45.0581814245441
78729,Torino,VIA OSASCO,89,3,10141,7.64946944094868,45.0580569652518
78731,Torino,VIA OSASCO,91,3,10141,7.6494003494498,45.057958793932
122192,Torino,VIA OSASCO,93,3,10141,7.64932734999203,45.0578550762624
78737,Torino,VIA OSASCO,99,3,10141,7.64909334566884,45.0575226992963
78738,Torino,VIA OSASCO,101,3,10141,7.64901808694395,45.0574157320592
78740,Torino,VIA OSLAVIA,1,7,10153,7.71923903922506,45.0733745571998
78742,Torino,VIA OSLAVIA,3,7,10153,7.71939487952788,45.0734001506258
78747,Torino,VIA OSLAVIA,6,7,10153,7.71949538973297,45.0732757664226
78748,Torino,VIA OSLAVIA,7,7,10153,7.71972235677995,45.0734539534219
78749,Torino,VIA OSLAVIA,8,7,10153,7.71971193197592,45.073310357711
78754,Torino,VIA OSLAVIA,12,7,10153,7.72012483388291,45.0733776835292
78756,Torino,VIA OSLAVIA,14,7,10153,7.72031175076277,45.0734083049214
78758,Torino,VIA OSLAVIA,16,7,10153,7.7204712347491,45.0734357380603
87351,Torino,VIA OSLAVIA,18,7,10153,7.72068559794354,45.0734684037156
78759,Torino,VIA OSLAVIA,19,7,10153,7.72066714837762,45.073609173358
78764,Torino,VIA OSLAVIA,20 scala B,7,10153,7.72085248232583,45.0734340592327
78765,Torino,VIA OSLAVIA,21,7,10153,7.72102214592987,45.0736674935608
78767,Torino,VIA OSLAVIA,23,7,10153,7.721114053524,45.0736825926534
77941,Torino,VIA ORISTANO,21 int. 1,8,10133,7.67704660046248,45.018274370235
77942,Torino,VIA ORISTANO,21 int. 3,8,10133,7.67712679002662,45.018117191138
77947,Torino,VIA ORMEA,4,8,10125,7.68576667946796,45.0595780948305
81363,Torino,VIA ORMEA,6 scala B,8,10125,7.68529011684459,45.0593147443246
81364,Torino,VIA ORMEA,6 bis scala A,8,10125,7.68528414939891,45.0590813678095
85612,Torino,VIA ORMEA,6 bis scala B,8,10125,7.68534088033397,45.0591508034734
77956,Torino,VIA ORMEA,7,8,10125,7.68554449902774,45.0590450183228
77929,Torino,VIA ORMEA,8 scala A,8,10125,7.68520262278522,45.0589262108382
77930,Torino,VIA ORMEA,9,8,10125,7.6854811080071,45.0589569444444
85026,Torino,VIA ORMEA,10,8,10125,7.6850376150719,45.0585765544773
77908,Torino,VIA ORMEA,12 scala A,8,10125,7.68481960256131,45.0584476678821
77376,Torino,CORSO ORBASSANO,116,2,10136,7.6491520265989,45.0485706764346
84932,Torino,CORSO ORBASSANO,132 scala A,2,10136,7.64479466054143,45.0459399797827
77359,Torino,CORSO ORBASSANO,132 scala B,2,10136,7.64473132417718,45.0459076768085
84933,Torino,CORSO ORBASSANO,136 scala B,2,10136,7.64435502086331,45.0458931549222
77332,Torino,CORSO ORBASSANO,138,2,10137,7.64383857251009,45.0453772331778
87238,Torino,CORSO ORBASSANO,142,2,10137,7.64341398764683,45.0450751397354
77336,Torino,CORSO ORBASSANO,143,2,10136,7.64790008269701,45.0474926672486
77345,Torino,CORSO ORBASSANO,159,2,10137,7.64448783952567,45.0451395446775
77347,Torino,CORSO ORBASSANO,161,2,10137,7.64439547497628,45.0451363597715
79375,Torino,VIA GIOVANNI PAISIELLO,16,6,10154,7.69917961131259,45.0895067403612
79378,Torino,VIA GIOVANNI PAISIELLO,20,6,10154,7.69942906896072,45.0897527543449
85262,Torino,VIA GIOVANNI PAISIELLO,22,6,10154,7.69950139909711,45.0898077054783
79401,Torino,VIA GIOVANNI PAISIELLO,28 int. 3,6,10154,7.70005479127067,45.0900267803399
79402,Torino,VIA GIOVANNI PAISIELLO,28 int. 7,6,10154,7.70024216434846,45.0898997115437
79403,Torino,VIA GIOVANNI PAISIELLO,28 int. 9,6,10154,7.70040915836571,45.0897864351885
79404,Torino,VIA GIOVANNI PAISIELLO,28 int. 10,6,10154,7.70028342223675,45.0897564686682
79406,Torino,VIA GIOVANNI PAISIELLO,28 int. 12,6,10154,7.70044007964068,45.0896512481761
79379,Torino,VIA GIOVANNI PAISIELLO,37,6,10154,7.70140655239826,45.0915248521226
79381,Torino,VIA GIOVANNI PAISIELLO,38,6,10154,7.70055826935108,45.0906112944719
79384,Torino,VIA GIOVANNI PAISIELLO,41,6,10154,7.7019478064237,45.0919346521408
85263,Torino,VIA GIOVANNI PAISIELLO,42,6,10154,7.70086171454659,45.0908133071006
79387,Torino,VIA GIOVANNI PAISIELLO,45,6,10154,7.702275665837,45.0921836754094
78770,Torino,VIA OSLAVIA,26,7,10153,7.72138000290412,45.0735833920526
85162,Torino,VIA OSLAVIA,27,7,10153,7.72137192930667,45.073724953119
78771,Torino,VIA OSLAVIA,28,7,10153,7.72161718645054,45.0736216315125
78825,Torino,VIA OSLAVIA,31,7,10153,7.72162869141178,45.0737671385026
78828,Torino,VIA OSLAVIA,32,7,10153,7.72223678174658,45.0737257401561
78671,Torino,VIA ORVIETO,65,5,10149,7.67147435482697,45.0961573886072
78641,Torino,VIA OSASCO,1,3,10141,7.65219778806098,45.0633065256777
78647,Torino,VIA OSASCO,2 scala A,3,10141,7.65197605303252,45.0634108131631
78652,Torino,VIA OSASCO,6,3,10141,7.6518458947934,45.0629359639082
78654,Torino,VIA OSASCO,8,3,10141,7.65180391801204,45.0628326591803
85146,Torino,VIA OSASCO,9,3,10141,7.65204736578612,45.0629404397953
78657,Torino,VIA OSASCO,11,3,10141,7.65200487478062,45.0628368410147
78709,Torino,VIA OSASCO,14,3,10141,7.65161365534931,45.0623660477101
78710,Torino,VIA OSASCO,16,3,10141,7.65157605285576,45.062272291402
78711,Torino,VIA OSASCO,20,3,10141,7.65147697254908,45.0620252201761
78712,Torino,VIA OSASCO,22,3,10141,7.65145378071165,45.0619673710073
87534,Torino,VIA ORMEA,14 scala A,8,10125,7.68471716348595,45.0583161783828
85608,Torino,VIA ORMEA,14 scala B,8,10125,7.68452006634228,45.058442237169
81355,Torino,VIA ORMEA,15 scala B,8,10125,7.68512549216843,45.0580568050807
78032,Torino,VIA DELLE ORFANE,24,1,10122,7.67966984537138,45.0760009027209
87662,Torino,VIA DELLE ORFANE,25 scala B,1,10122,7.68008621841887,45.0771544645617
87664,Torino,VIA DELLE ORFANE,27 scala A,1,10122,7.68032038222806,45.0772852387817
87665,Torino,VIA DELLE ORFANE,27 scala B,1,10122,7.68015610974635,45.0772515010194
123655,Torino,VIA DELLE ORFANE,30 scala B,1,10122,7.68007792101251,45.0763748538791
